,gen_loss,real_acc,fake_acc,fake_loss,real_loss
610,"tf.Tensor(0.75736505, shape=(), dtype=float32)","tf.Tensor(62.1295, shape=(), dtype=float32)","tf.Tensor(64.2245, shape=(), dtype=float32)","tf.Tensor(0.65410125, shape=(), dtype=float32)","tf.Tensor(0.65814406, shape=(), dtype=float32)"
611,"tf.Tensor(0.76552063, shape=(), dtype=float32)","tf.Tensor(57.964, shape=(), dtype=float32)","tf.Tensor(59.283, shape=(), dtype=float32)","tf.Tensor(0.6640965, shape=(), dtype=float32)","tf.Tensor(0.67105025, shape=(), dtype=float32)"
612,"tf.Tensor(0.7511029, shape=(), dtype=float32)","tf.Tensor(60.71, shape=(), dtype=float32)","tf.Tensor(62.758, shape=(), dtype=float32)","tf.Tensor(0.6592552, shape=(), dtype=float32)","tf.Tensor(0.6609262, shape=(), dtype=float32)"
613,"tf.Tensor(0.7507401, shape=(), dtype=float32)","tf.Tensor(59.3505, shape=(), dtype=float32)","tf.Tensor(60.0755, shape=(), dtype=float32)","tf.Tensor(0.6628184, shape=(), dtype=float32)","tf.Tensor(0.66804993, shape=(), dtype=float32)"
614,"tf.Tensor(0.7678007, shape=(), dtype=float32)","tf.Tensor(60.635, shape=(), dtype=float32)","tf.Tensor(62.315, shape=(), dtype=float32)","tf.Tensor(0.6552142, shape=(), dtype=float32)","tf.Tensor(0.6586773, shape=(), dtype=float32)"
615,"tf.Tensor(0.727889, shape=(), dtype=float32)","tf.Tensor(54.2605, shape=(), dtype=float32)","tf.Tensor(55.212, shape=(), dtype=float32)","tf.Tensor(0.68922997, shape=(), dtype=float32)","tf.Tensor(0.69396096, shape=(), dtype=float32)"
616,"tf.Tensor(0.7659756, shape=(), dtype=float32)","tf.Tensor(59.3165, shape=(), dtype=float32)","tf.Tensor(59.755, shape=(), dtype=float32)","tf.Tensor(0.6610178, shape=(), dtype=float32)","tf.Tensor(0.66577333, shape=(), dtype=float32)"
617,"tf.Tensor(0.7511807, shape=(), dtype=float32)","tf.Tensor(60.3755, shape=(), dtype=float32)","tf.Tensor(61.5395, shape=(), dtype=float32)","tf.Tensor(0.6652665, shape=(), dtype=float32)","tf.Tensor(0.6670307, shape=(), dtype=float32)"
618,"tf.Tensor(0.73613954, shape=(), dtype=float32)","tf.Tensor(55.752, shape=(), dtype=float32)","tf.Tensor(55.441, shape=(), dtype=float32)","tf.Tensor(0.68265283, shape=(), dtype=float32)","tf.Tensor(0.68691045, shape=(), dtype=float32)"
619,"tf.Tensor(0.74441713, shape=(), dtype=float32)","tf.Tensor(59.828, shape=(), dtype=float32)","tf.Tensor(61.8025, shape=(), dtype=float32)","tf.Tensor(0.6636292, shape=(), dtype=float32)","tf.Tensor(0.66668755, shape=(), dtype=float32)"
620,"tf.Tensor(0.74901825, shape=(), dtype=float32)","tf.Tensor(59.0755, shape=(), dtype=float32)","tf.Tensor(59.1035, shape=(), dtype=float32)","tf.Tensor(0.6660063, shape=(), dtype=float32)","tf.Tensor(0.66883636, shape=(), dtype=float32)"
621,"tf.Tensor(0.7491825, shape=(), dtype=float32)","tf.Tensor(60.3845, shape=(), dtype=float32)","tf.Tensor(61.2645, shape=(), dtype=float32)","tf.Tensor(0.669436, shape=(), dtype=float32)","tf.Tensor(0.6708847, shape=(), dtype=float32)"
622,"tf.Tensor(0.7514091, shape=(), dtype=float32)","tf.Tensor(58.076, shape=(), dtype=float32)","tf.Tensor(57.9025, shape=(), dtype=float32)","tf.Tensor(0.67245764, shape=(), dtype=float32)","tf.Tensor(0.6787206, shape=(), dtype=float32)"
623,"tf.Tensor(0.7382663, shape=(), dtype=float32)","tf.Tensor(55.3645, shape=(), dtype=float32)","tf.Tensor(55.605, shape=(), dtype=float32)","tf.Tensor(0.6810978, shape=(), dtype=float32)","tf.Tensor(0.68564135, shape=(), dtype=float32)"
624,"tf.Tensor(0.7560511, shape=(), dtype=float32)","tf.Tensor(58.37, shape=(), dtype=float32)","tf.Tensor(60.399, shape=(), dtype=float32)","tf.Tensor(0.66316307, shape=(), dtype=float32)","tf.Tensor(0.669867, shape=(), dtype=float32)"
625,"tf.Tensor(0.74493086, shape=(), dtype=float32)","tf.Tensor(59.157, shape=(), dtype=float32)","tf.Tensor(61.655, shape=(), dtype=float32)","tf.Tensor(0.6631005, shape=(), dtype=float32)","tf.Tensor(0.6681985, shape=(), dtype=float32)"
626,"tf.Tensor(0.74503714, shape=(), dtype=float32)","tf.Tensor(56.207, shape=(), dtype=float32)","tf.Tensor(56.037, shape=(), dtype=float32)","tf.Tensor(0.6809976, shape=(), dtype=float32)","tf.Tensor(0.68380266, shape=(), dtype=float32)"
627,"tf.Tensor(0.7521182, shape=(), dtype=float32)","tf.Tensor(59.6775, shape=(), dtype=float32)","tf.Tensor(60.587, shape=(), dtype=float32)","tf.Tensor(0.66267, shape=(), dtype=float32)","tf.Tensor(0.6654528, shape=(), dtype=float32)"
628,"tf.Tensor(0.7363944, shape=(), dtype=float32)","tf.Tensor(56.736, shape=(), dtype=float32)","tf.Tensor(57.1435, shape=(), dtype=float32)","tf.Tensor(0.6799445, shape=(), dtype=float32)","tf.Tensor(0.6837082, shape=(), dtype=float32)"
629,"tf.Tensor(0.7370357, shape=(), dtype=float32)","tf.Tensor(55.3645, shape=(), dtype=float32)","tf.Tensor(55.5905, shape=(), dtype=float32)","tf.Tensor(0.68087715, shape=(), dtype=float32)","tf.Tensor(0.68426526, shape=(), dtype=float32)"
630,"tf.Tensor(0.7508487, shape=(), dtype=float32)","tf.Tensor(58.783, shape=(), dtype=float32)","tf.Tensor(61.1555, shape=(), dtype=float32)","tf.Tensor(0.6632252, shape=(), dtype=float32)","tf.Tensor(0.6698676, shape=(), dtype=float32)"
631,"tf.Tensor(0.7575027, shape=(), dtype=float32)","tf.Tensor(61.089, shape=(), dtype=float32)","tf.Tensor(62.1585, shape=(), dtype=float32)","tf.Tensor(0.65417963, shape=(), dtype=float32)","tf.Tensor(0.6571073, shape=(), dtype=float32)"
632,"tf.Tensor(0.7558787, shape=(), dtype=float32)","tf.Tensor(56.0935, shape=(), dtype=float32)","tf.Tensor(55.8135, shape=(), dtype=float32)","tf.Tensor(0.676015, shape=(), dtype=float32)","tf.Tensor(0.68191445, shape=(), dtype=float32)"
633,"tf.Tensor(0.7400689, shape=(), dtype=float32)","tf.Tensor(59.0265, shape=(), dtype=float32)","tf.Tensor(61.5075, shape=(), dtype=float32)","tf.Tensor(0.6658582, shape=(), dtype=float32)","tf.Tensor(0.6695169, shape=(), dtype=float32)"
634,"tf.Tensor(0.7451053, shape=(), dtype=float32)","tf.Tensor(56.779, shape=(), dtype=float32)","tf.Tensor(57.0975, shape=(), dtype=float32)","tf.Tensor(0.6710137, shape=(), dtype=float32)","tf.Tensor(0.6743287, shape=(), dtype=float32)"
635,"tf.Tensor(0.7212386, shape=(), dtype=float32)","tf.Tensor(52.146, shape=(), dtype=float32)","tf.Tensor(51.758, shape=(), dtype=float32)","tf.Tensor(0.69438195, shape=(), dtype=float32)","tf.Tensor(0.69880635, shape=(), dtype=float32)"
636,"tf.Tensor(0.7155442, shape=(), dtype=float32)","tf.Tensor(52.202, shape=(), dtype=float32)","tf.Tensor(53.786, shape=(), dtype=float32)","tf.Tensor(0.6905541, shape=(), dtype=float32)","tf.Tensor(0.6942175, shape=(), dtype=float32)"
637,"tf.Tensor(0.74197257, shape=(), dtype=float32)","tf.Tensor(56.186, shape=(), dtype=float32)","tf.Tensor(56.515, shape=(), dtype=float32)","tf.Tensor(0.67351156, shape=(), dtype=float32)","tf.Tensor(0.6773115, shape=(), dtype=float32)"
638,"tf.Tensor(0.7526819, shape=(), dtype=float32)","tf.Tensor(59.497, shape=(), dtype=float32)","tf.Tensor(59.948, shape=(), dtype=float32)","tf.Tensor(0.66080254, shape=(), dtype=float32)","tf.Tensor(0.6658212, shape=(), dtype=float32)"
639,"tf.Tensor(0.73475355, shape=(), dtype=float32)","tf.Tensor(55.5085, shape=(), dtype=float32)","tf.Tensor(56.9485, shape=(), dtype=float32)","tf.Tensor(0.6766757, shape=(), dtype=float32)","tf.Tensor(0.6804717, shape=(), dtype=float32)"
640,"tf.Tensor(0.736644, shape=(), dtype=float32)","tf.Tensor(56.428, shape=(), dtype=float32)","tf.Tensor(56.9145, shape=(), dtype=float32)","tf.Tensor(0.67521334, shape=(), dtype=float32)","tf.Tensor(0.6775555, shape=(), dtype=float32)"
641,"tf.Tensor(0.73915875, shape=(), dtype=float32)","tf.Tensor(56.488, shape=(), dtype=float32)","tf.Tensor(56.52, shape=(), dtype=float32)","tf.Tensor(0.6767226, shape=(), dtype=float32)","tf.Tensor(0.68172175, shape=(), dtype=float32)"
642,"tf.Tensor(0.7401818, shape=(), dtype=float32)","tf.Tensor(56.694, shape=(), dtype=float32)","tf.Tensor(56.5735, shape=(), dtype=float32)","tf.Tensor(0.6739038, shape=(), dtype=float32)","tf.Tensor(0.6803619, shape=(), dtype=float32)"
643,"tf.Tensor(0.73338246, shape=(), dtype=float32)","tf.Tensor(58.722, shape=(), dtype=float32)","tf.Tensor(61.2605, shape=(), dtype=float32)","tf.Tensor(0.66730744, shape=(), dtype=float32)","tf.Tensor(0.67095876, shape=(), dtype=float32)"
644,"tf.Tensor(0.7290962, shape=(), dtype=float32)","tf.Tensor(58.2205, shape=(), dtype=float32)","tf.Tensor(60.9195, shape=(), dtype=float32)","tf.Tensor(0.66942775, shape=(), dtype=float32)","tf.Tensor(0.6719502, shape=(), dtype=float32)"
645,"tf.Tensor(0.7663126, shape=(), dtype=float32)","tf.Tensor(62.0165, shape=(), dtype=float32)","tf.Tensor(63.4395, shape=(), dtype=float32)","tf.Tensor(0.65035415, shape=(), dtype=float32)","tf.Tensor(0.65433896, shape=(), dtype=float32)"
646,"tf.Tensor(0.71899736, shape=(), dtype=float32)","tf.Tensor(52.7815, shape=(), dtype=float32)","tf.Tensor(53.616, shape=(), dtype=float32)","tf.Tensor(0.69715095, shape=(), dtype=float32)","tf.Tensor(0.702937, shape=(), dtype=float32)"
647,"tf.Tensor(0.72717315, shape=(), dtype=float32)","tf.Tensor(57.665, shape=(), dtype=float32)","tf.Tensor(60.442, shape=(), dtype=float32)","tf.Tensor(0.6712247, shape=(), dtype=float32)","tf.Tensor(0.6743908, shape=(), dtype=float32)"
648,"tf.Tensor(0.7350963, shape=(), dtype=float32)","tf.Tensor(58.281, shape=(), dtype=float32)","tf.Tensor(59.031, shape=(), dtype=float32)","tf.Tensor(0.6687869, shape=(), dtype=float32)","tf.Tensor(0.67043734, shape=(), dtype=float32)"
649,"tf.Tensor(0.7667445, shape=(), dtype=float32)","tf.Tensor(60.407, shape=(), dtype=float32)","tf.Tensor(62.7505, shape=(), dtype=float32)","tf.Tensor(0.65953755, shape=(), dtype=float32)","tf.Tensor(0.6661553, shape=(), dtype=float32)"
650,"tf.Tensor(0.7496858, shape=(), dtype=float32)","tf.Tensor(60.788, shape=(), dtype=float32)","tf.Tensor(63.482, shape=(), dtype=float32)","tf.Tensor(0.65770763, shape=(), dtype=float32)","tf.Tensor(0.6620371, shape=(), dtype=float32)"
651,"tf.Tensor(0.7712936, shape=(), dtype=float32)","tf.Tensor(64.9125, shape=(), dtype=float32)","tf.Tensor(66.875, shape=(), dtype=float32)","tf.Tensor(0.6416182, shape=(), dtype=float32)","tf.Tensor(0.645365, shape=(), dtype=float32)"
652,"tf.Tensor(0.73569393, shape=(), dtype=float32)","tf.Tensor(54.075, shape=(), dtype=float32)","tf.Tensor(52.8825, shape=(), dtype=float32)","tf.Tensor(0.6892688, shape=(), dtype=float32)","tf.Tensor(0.69409573, shape=(), dtype=float32)"
653,"tf.Tensor(0.77891374, shape=(), dtype=float32)","tf.Tensor(63.2455, shape=(), dtype=float32)","tf.Tensor(65.9605, shape=(), dtype=float32)","tf.Tensor(0.6404115, shape=(), dtype=float32)","tf.Tensor(0.6466394, shape=(), dtype=float32)"
654,"tf.Tensor(0.7366656, shape=(), dtype=float32)","tf.Tensor(56.377, shape=(), dtype=float32)","tf.Tensor(55.99, shape=(), dtype=float32)","tf.Tensor(0.6776867, shape=(), dtype=float32)","tf.Tensor(0.682546, shape=(), dtype=float32)"
655,"tf.Tensor(0.7298753, shape=(), dtype=float32)","tf.Tensor(56.071, shape=(), dtype=float32)","tf.Tensor(56.0645, shape=(), dtype=float32)","tf.Tensor(0.6770914, shape=(), dtype=float32)","tf.Tensor(0.6815663, shape=(), dtype=float32)"
656,"tf.Tensor(0.7313476, shape=(), dtype=float32)","tf.Tensor(57.1285, shape=(), dtype=float32)","tf.Tensor(58.2535, shape=(), dtype=float32)","tf.Tensor(0.67246956, shape=(), dtype=float32)","tf.Tensor(0.67617947, shape=(), dtype=float32)"
657,"tf.Tensor(0.7411476, shape=(), dtype=float32)","tf.Tensor(57.029, shape=(), dtype=float32)","tf.Tensor(57.5825, shape=(), dtype=float32)","tf.Tensor(0.67813766, shape=(), dtype=float32)","tf.Tensor(0.68296486, shape=(), dtype=float32)"
658,"tf.Tensor(0.7339413, shape=(), dtype=float32)","tf.Tensor(55.738, shape=(), dtype=float32)","tf.Tensor(56.534, shape=(), dtype=float32)","tf.Tensor(0.6780912, shape=(), dtype=float32)","tf.Tensor(0.6835375, shape=(), dtype=float32)"
659,"tf.Tensor(0.7315423, shape=(), dtype=float32)","tf.Tensor(56.531, shape=(), dtype=float32)","tf.Tensor(58.0025, shape=(), dtype=float32)","tf.Tensor(0.6729292, shape=(), dtype=float32)","tf.Tensor(0.67654365, shape=(), dtype=float32)"
660,"tf.Tensor(0.70998544, shape=(), dtype=float32)","tf.Tensor(50.5445, shape=(), dtype=float32)","tf.Tensor(49.875, shape=(), dtype=float32)","tf.Tensor(0.7008636, shape=(), dtype=float32)","tf.Tensor(0.7050306, shape=(), dtype=float32)"
